job_name,learning_rate,epochs,batch_size,hidden_size,num_layers,bidirectional,avg_train_loss,avg_val_loss,avg_mask2_coverage,avg_mask2_accuracy
job_39,0.001,40,16,256,2,True,0.33589099494890234,0.2927788028662855,0.692113036681714,0.7607403457320168
job_40,0.001,40,16,256,2,False,0.3791834839801679,0.30819173699075525,0.6718220639170439,0.7356335922799083
job_41,0.001,40,16,256,3,True,0.31634640097618105,0.3356614257801662,0.6862457456463402,0.7577782867185843
job_42,0.001,40,16,256,3,False,0.38044100472296793,0.35271162593906574,0.6878095903039322,0.7598000494727186
job_43,0.001,80,16,256,1,True,0.3042291400076329,0.2814663282172246,0.7117655804345868,0.7857513141464766
job_44,0.001,80,16,256,1,False,0.28212422464770837,0.3140407273715193,0.6972249849055776,0.7633636990962374
job_45,0.001,80,16,256,2,True,0.6347036947806676,0.6150821091099219,0.523602554738195,0.5798201390209685
job_46,0.001,80,16,256,2,False,0.3036615772151399,0.2626693092963912,0.6917075763206484,0.7533798239651882
job_47,0.001,80,16,256,3,True,0.4186694879641478,0.5471660889007828,0.5372409695999604,0.5914417336812432
job_48,0.001,80,16,256,3,False,0.2924619483536687,0.3255570073019375,0.6765836898216678,0.7382557185336582
job_49,0.001,100,16,256,1,True,0.25641929723065476,0.3049547643824057,0.7019714948053957,0.7673998976652607
job_50,0.001,100,16,256,1,False,0.2843325047314852,0.30762368427081543,0.6975761757545772,0.7640730923998735
job_51,0.001,100,16,256,2,True,0.3779215945594613,0.32842507064342497,0.6487300164763379,0.7222670107235583
job_52,0.001,100,16,256,2,False,0.3025271916526487,0.27640831240198827,0.6905374786068249,0.7522523057281766
job_53,0.001,100,16,256,3,True,0.3100006316927658,0.264044508879835,0.7008632597621677,0.7653501235483878
job_54,0.001,100,16,256,3,False,0.2895608160002478,0.2614191847768697,0.6903995066238279,0.7521166606100225
job_55,0.001,120,16,128,3,True,0.31394914768893145,0.2943103721873327,0.6668623635647797,0.7337937293836745
job_56,0.001,100,16,256,3,True,0.32080895534192005,0.2822755316441709,0.6954115115848173,0.755360161984906
job_57,0.001,100,16,256,3,True,0.4958188715679892,0.4944892127405514,0.5992911186082592,0.6708252744074238
job_58,0.001,100,16,256,4,True,0.37530987564174606,0.3084929677573117,0.6858606932905171,0.7580478952840733
